,id,rank,loc,legalStatus,currentStatus,type,title,applicant,applicationDate,mainIpc,applicationNumber,documentNumber,documentDate,inventor,applicantType,ipc,cpc,imagePath,summary
42,CN306618304S,0,07-02,有效专利,授权,外观设计,电蒸锅(DZG-C60Q8),小熊电器股份有限公司,2021-05-13,,CN202130284477.8,CN306618304S,2021-06-18,李一峰,企业,,,/CN/2021/3/56/images/202130284477.jpg,"1.本外观设计产品的名称：电蒸锅(DZG‑C60Q8)。
2.本外观设计产品的用途：用于蒸煮烹饪食物。
3.本外观设计产品的设计要点：在于形状。
4.最能表明设计要点的图片或照片：立体图。
5.本外观设计产品的底面为使用时不容易看到或看不到的部位，省略仰视图。
6.立体图的部件A和部件B是透明材质。"
43,CN306618303S,0,07-02,有效专利,授权,外观设计,电炖盅(DDZ-B08N3),小熊电器股份有限公司,2021-05-13,,CN202130284469.3,CN306618303S,2021-06-18,李一峰,企业,,,/CN/2021/3/56/images/202130284469.jpg,"1.本外观设计产品的名称：电炖盅(DDZ‑B08N3)。
2.本外观设计产品的用途：用于炖煮食物烹饪。
3.本外观设计产品的设计要点：在于形状。
4.最能表明设计要点的图片或照片：立体图。"
44,CN306618302S,0,07-02,有效专利,授权,外观设计,养生壶(YSH-D18F1),小熊电器股份有限公司,2021-05-13,,CN202130284468.9,CN306618302S,2021-06-18,李一峰; 刘紫彤,企业,,,/CN/2021/3/56/images/202130284468.jpg,"1.本外观设计产品的名称：养生壶(YSH‑D18F1)。
2.本外观设计产品的用途：用于液体加热烹调。
3.本外观设计产品的设计要点：在于形状。
4.最能表明设计要点的图片或照片：立体图。
5.立体图的部件A和部件B是透明材质。"
45,CN306618301S,0,07-02,有效专利,授权,外观设计,早餐机(ZCL-A20U2),小熊电器股份有限公司,2021-05-13,,CN202130284465.5,CN306618301S,2021-06-18,李一峰,企业,,,/CN/2021/3/56/images/202130284465.jpg,"1.本外观设计产品的名称：早餐机(ZCL‑A20U2)。
2.本外观设计产品的用途：用于提供食物烹饪。
3.本外观设计产品的设计要点：在于形状。
4.最能表明设计要点的图片或照片：立体图。"
46,CN306618300S,0,07-02,有效专利,授权,外观设计,养生壶(YSH-E15A1),小熊电器股份有限公司,2021-05-13,,CN202130284464.0,CN306618300S,2021-06-18,李一峰; 刘紫彤,企业,,,/CN/2021/3/56/images/202130284464.jpg,"1.本外观设计产品的名称：养生壶(YSH‑E15A1)。
2.本外观设计产品的用途：用于液体加热烹调。
3.本外观设计产品的设计要点：在于形状。
4.最能表明设计要点的图片或照片：立体图。
5.立体图的部件A和部件B是透明材质。"
47,CN306618299S,0,07-02,有效专利,授权,外观设计,电炒锅(DCG-A25G),小熊电器股份有限公司,2021-05-13,,CN202130284459.X,CN306618299S,2021-06-18,李一峰,企业,,,/CN/2021/3/56/images/202130284459.jpg,"1.本外观设计产品的名称：电炒锅(DCG‑A25G)。
2.本外观设计产品的用途：用于食物加热烹饪。
3.本外观设计产品的设计要点：在于形状。
4.最能表明设计要点的图片或照片：立体图。"
48,CN306618298S,0,07-02,有效专利,授权,外观设计,电炖锅(DDG-D30H5）,小熊电器股份有限公司,2021-05-13,,CN202130284458.5,CN306618298S,2021-06-18,李一峰,企业,,,/CN/2021/3/56/images/202130284458.jpg,"1.本外观设计产品的名称：电炖锅(DDG‑D30H5）。
2.本外观设计产品的用途：用于炖煮食物烹饪。
3.本外观设计产品的设计要点：在于形状。
4.最能表明设计要点的图片或照片：立体图。"
49,CN306618297S,0,07-02,有效专利,授权,外观设计,电火锅(DHG-C30L1),小熊电器股份有限公司,2021-05-13,,CN202130284457.0,CN306618297S,2021-06-18,李一峰,企业,,,/CN/2021/3/56/images/202130284457.jpg,"1.本外观设计产品的名称：电火锅(DHG‑C30L1)。
2.本外观设计产品的用途：用于烹煮食物。
3.本外观设计产品的设计要点：在于形状。
4.最能表明设计要点的图片或照片：立体图。"
50,CN306618296S,0,07-02,有效专利,授权,外观设计,电热锅(DRG-E12T1),小熊电器股份有限公司,2021-05-13,,CN202130284456.6,CN306618296S,2021-06-18,李一峰,企业,,,/CN/2021/3/56/images/202130284456.jpg,"1.本外观设计产品的名称：电热锅(DRG‑E12T1)。
2.本外观设计产品的用途：用于烹饪食物。
3.本外观设计产品的设计要点：在于形状。
4.最能表明设计要点的图片或照片：立体图。"
51,CN213483894U,0,,有效专利,授权,实用新型,一种组装式UPS电池柜,黎耀智能科技有限公司,2021-05-13,H01M50/244,CN202121024120.7,CN213483894U,2021-06-18,邹少平,企业,H01M50/244,,/CN/2021/2/204/images/202121024120.jpg,本实用新型提供一种组装式UPS电池柜，包括柜体、供电盒及支撑件，所述供电盒固设于所述柜体的内壁，所述支撑件设于所述柜体的底端，所述组装式UPS电池柜还包括移动架、滑动轮、滑动板、存放盒和升降装置；所述柜体的底端开设有滑道口，所述移动架位于所述柜体内，且所述移动架的底端自所述滑道口伸出所述柜体，所述滑动轮设于所述移动架的底端，所述滑动板与所述移动架滑动连接，并朝向所述供电盒设置，所述存放盒固设于所述滑动板的底端，所述升降装置用于驱动所述滑动板升降滑动。本实用新型提供的组装式UPS电池柜解决了相关技术中UPS电源装置在安装和更换蓄电池时，蓄电池的搬运和组装费时费力的技术问题。
52,CN112994272A,0,,公开,公开,发明公开,电动汽车无线充电金属异物检测系统及检测方法,上海鼎充新能源技术有限公司,2021-05-12,H02J50/60,CN202110515669.4,CN112994272A,2021-06-18,高慧安; 董冰; 刘奔; 黄戬; 田绍民; 杨沛宇,企业,H02J50/60; B60L53/12,,/CN/2021/1/103/images/202110515669.jpg,电动汽车无线充电金属异物检测系统及检测方法，涉及电动汽车无线充电技术领域。包括处理器、谐振电路、电压采样电路、供电电源以及间隔布置在充电线圈模块上的多个异物检测线圈模块，所述异物检测线圈模块分别通过继电器K11与谐振电路连接，同时还分别通过继电器S11与电压采样电路连接，所述继电器K11、S11的控制端、电压采样电路的信号输出端分别与处理器连接，所述供电电源分别与谐振电路、处理器连接。本发明利用异物检测线圈模块的谐振电压幅值差特性，通过采样电压幅值差大小，来分辨金属异物的大小及存在位置情形的实施方案，可以提高电动汽车无线充电安全性，消除安全隐患。
53,CN112934866A,0,,公开,公开,发明公开,一种用于变压器瓷套管表面的清理装置,南京莘瑞信息科技有限公司,2021-05-12,B08B9/023,CN202110518117.9,CN112934866A,2021-06-11,杨超,企业,B08B9/023; B08B1/00; H01F27/40,,/CN/2021/1/103/images/202110518117.jpg,本发明涉及电器设备技术领域，且公开了一种用于变压器瓷套管表面的清理装置，所述的主体装配有高瓷套管和低瓷套管，所述的主体设置有移动槽，所述的主体装配有气缸，气缸装配有伸缩杆，伸缩杆装配有连接板，连接板装配有小倒U型板和大倒U型板，小倒U型板和大倒U型板装配有毛刷，所述的连接板装配有滑轮机构，所述的主体装配有连接架，连接架装配有储油柜和气体继电器，储油柜设置有油表和安全气管，所述的主体装配有安装铁块，上述一种用于变压器瓷套管表面的清理装置通过小倒U型板、大倒U型板和毛刷的配合解决现有的变压器纯瓷套管表面脏污时，脏物吸附水分，以致绝缘降低，造成表面瓷质损坏的问题。
54,CN306622268S,0,23-04,有效专利,授权,外观设计,加湿器（PH-405-81/82）,佛山市顺德区德可电器有限公司,2021-05-12,,CN202130280909.8,CN306622268S,2021-06-18,张绍谆,企业,,,/CN/2021/3/56/images/202130280909.jpg,"1.本外观设计产品的名称：加湿器（PH‑405‑81/82）。
2.本外观设计产品的用途：本外观设计产品用于空气加湿。
3.本外观设计产品的设计要点：在于形状。
4.最能表明设计要点的图片或照片：设计1立体图。
5.指定设计1为基本设计。"
55,CN113036715A,0,,公开,公开,发明公开,一种能提高变压器非电量保护装置抗干扰能力的控制回路,宝钢湛江钢铁有限公司,2021-05-11,H02H7/04,CN202110508754.8,CN113036715A,2021-06-25,邝志炼; 刘凯军; 徐金清; 陈俊宏,企业,H02H7/04; H02H3/05,,/CN/2021/1/101/images/202110508754.jpg,本发明公开了一种能提高变压器非电量保护装置抗干扰能力的控制回路，运行步骤包括如下：S1，隔离干扰：在电气回路的元器件中一般都具有内部电容，对此可以利用中间继电器所具有的隔离作用，在非电量保护装置的控制回路中增设一个中间继电器元件就能够起到隔离杂散电容对非电量故障信号的干扰作用。本发明通过对变压器非电量保护装置的控制回路进行改进优化，可以消除直流电源系统接地故障对变压器非电量保护装置所带来的误动作跳闸的隐患，给变压器的安全稳定运行提供了切实的保障，其有益的效果最终体现在：消除了变压器非电量保护装置的误动作跳闸故障，降低了变压器的故障率，保证了变压器的安全稳定运行。
56,CN113022646A,0,,公开,公开,发明公开,多联锁共享道岔系统,钟志旺,2021-05-11,B61L5/06,CN202110512402.X,CN113022646A,2021-06-25,钟志旺,其他,B61L5/06,,/CN/2021/1/102/images/202110512402.jpg,一种多联锁共享道岔系统，包括至少两个联锁设备、一个多联锁共享道岔控制装置和一组道岔；所述的联锁设备均通过多联锁共享道岔控制装置连接道岔，所述的多联锁共享道岔控制装置中设置有用于选择联锁设备的切换按钮，切换按钮与联锁设备一一对应，当切换按钮按下时，对应的联锁设备获得道岔的控制权，其它联锁设备不能获得控制权，实现多个联锁设备共享控制一组道岔，减少道岔设备的数量，节约道岔安装场地，减少道岔的维护，节约成本。
57,CN306629137S,0,13-03,有效专利,授权,外观设计,电器控制柜（c1）,徐州马上坡高科技有限公司,2021-05-11,,CN202130277906.9,CN306629137S,2021-06-22,周晓丹,企业,,,/CN/2021/3/55/images/202130277906.jpg,"1.本外观设计产品的名称：电器控制柜（c1）。
2.本外观设计产品的用途：用于安装电器控制器件。
3.本外观设计产品的设计要点：在于形状。
4.最能表明设计要点的图片或照片：立体图。
5.右视图与左视图对称，省略右视图;本外观设计产品的底面为使用时不容易看到或看不到的部位，省略仰视图。"
58,CN113022719A,0,,公开,公开,发明公开,一种汽车电动举升系统,安徽锦晟汽车工业有限公司,2021-05-10,B62D33/063,CN202110506957.3,CN113022719A,2021-06-25,王晟楷,企业,B62D33/063; B62D33/07; B62D33/073,,/CN/2021/1/101/images/202110506957.jpg,本发明提供一种应用于汽车零部件技术领域的汽车电动举升系统，所述的汽车电动举升系统包括控制箱(A)、举升器(B)、安全锁(C)，汽车驾驶室(D)与汽车底盘(E)活动铰接，所述的控制箱(A)安装在汽车底盘(E)上，举升器(B)一端与汽车底盘(E)连接，举升器(B)另一端与汽车驾驶室(D)连接，所述的安全锁(C)安装在汽车底盘(E)上，本发明所述的汽车电动举升系统，结构简单，完全解决了液压举升系统存在的问题，能够保障在任何情况下都可以实现卡车驾驶室的举升控制，并且有效减少维护，甚至实现免维护，降低成本，满足使用需求。
59,CN113021426A,0,,公开,公开,发明公开,集成式旋转剃须单元,浙江金达电机电器有限公司,2021-05-10,B26B19/14,CN202110503690.2,CN113021426A,2021-06-25,陈惠龙,企业,B26B19/14; B26B19/28; B26B19/38,,/CN/2021/1/100/images/202110503690.jpg,本发明公开了一种集成式旋转剃须单元，包括装配为整体的电机、动刀及刀网，所述动刀与所述电机的主轴周向连接、同速旋转，所述电机配有接电装置。本发明将电机、动刀及刀网集成一个独立的剃须单元，通过选择不同数量或规格的剃须单元安装至剃须刀，就能满足不同客户的需求，从而为产品标准化、智能化及个性化提供了基础；另一方面，本发明的电机和动刀一一对应，不用考虑变速和动力分配的问题，因此传动简单，整体结构紧凑，更适于作为电动剃须刀的标准件；此外，电机设置有内凹的容纳腔，充分利用了电机内部的空间，使得剃须单元更加紧凑。
